Name,Age,mlbID,Lev,Tm,team_abbr,G,GS,W,SV,IP,H,ER,BB,SO,HR,ERA,WHIP,BF,SO/W,SB,PO,position,depth
Grant Umberger,24,802359,"A,A+",CHW,"CHW (A,A+)",32.0,23.0,12.0,0.0,133.2,121.0,49.0,0.07446809,146.0,7.0,3.2992517859752475,1.2194513403944793,,,,,P,
Trey Gregory-Alford,20,807281,"A,CPX",LAA,"LAA (A,CPX)",24.0,22.0,7.0,0.0,108.0,93.0,32.0,0.08724832,98.0,5.0,2.6666669492368644,1.2222223517335629,,,,,P,
Josiah Romeo,20,812559,"A,CPX",OAK,"OAK (A,CPX)",19.0,15.0,1.0,0.0,62.2,101.0,64.0,0.11214953,47.0,2.0,9.19149029422215,2.186170434563255,,,,,P,
Alistair Tanner,19,816305,"A,CPX",DET,"DET (A,CPX)",16.0,11.0,1.0,0.0,49.0,56.0,40.0,0.12719298,39.0,6.0,7.34693848952708,1.7346938100272271,,,,,P,
Troy Guthrie,20,816142,"A,CPX",TOR,"TOR (A,CPX)",18.0,9.0,3.0,0.0,69.0,58.0,24.0,0.04411765,58.0,5.0,3.1304348691424733,1.0144927816665423,,,,,P,
Ethan Dorchies,19,828475,"A,A+,CPX",MIL,"MIL (A,A+,CPX)",26.0,18.0,1.0,4.0,110.1,90.0,49.0,0.09381663,116.0,9.0,3.996978967124356,1.2145015455661308,,,,,P,
David Shields,19,815789,"A,A+,CPX",KCR,"KCR (A,A+,CPX)",26.0,26.0,6.0,0.0,106.1,84.0,30.0,0.05910165,122.0,7.0,2.539185119981893,1.0250784373260236,,,,,P,
Jhon Almonte,19,829383,"CPX,DSL",LAA,"LAA (CPX,DSL)",13.0,13.0,2.0,0.0,55.1,58.0,33.0,0.11693548,42.0,1.0,5.367470372898182,1.5722893011519927,,,,,P,
Cristhian Duarte,17,832311,DSL,TOR,TOR (DSL),12.0,12.0,3.0,0.0,44.2,43.0,30.0,0.1010101,32.0,4.0,6.044775431074976,1.410447600584161,,,,,P,
Kevin Martinez,17,830427,DSL,COL,COL (DSL),10.0,10.0,6.0,0.0,46.0,43.0,11.0,0.03846154,40.0,5.0,2.152173913043478,1.0869565217391304,,,,,P,
Gensi Angeles,18,832399,"CPX,DSL",ATL,"ATL (CPX,DSL)",12.0,6.0,2.0,0.0,44.2,31.0,14.0,0.07865169,33.0,4.0,2.8208960443702895,1.007462872989389,,,,,P,
Jesus A. Castro,19,827463,"A,DSL",SDP,"SDP (A,DSL)",16.0,13.0,3.0,0.0,63.0,49.0,24.0,0.07421875,62.0,2.0,3.4285715323727177,1.079365112043263,,,,,P,
Williams Montero,18,829881,"CPX,DSL",BOS,"BOS (CPX,DSL)",12.0,12.0,1.0,0.0,46.0,40.0,18.0,0.08205128,41.0,0.0,3.5217390026622595,1.2173912601795465,,,,,P,
Carlos Galindo,17,829902,DSL,MIL,MIL (DSL),11.0,5.0,4.0,0.0,46.1,46.0,21.0,0.06217617,28.0,2.0,4.079137138436641,1.2517986985678582,,,,,P,
Juan García,17,830467,DSL,STL,STL (DSL),12.0,10.0,4.0,0.0,47.2,48.0,18.0,0.02083333,38.0,0.0,3.3986010359542913,1.0909089745038467,,,,,P,
Jose Puello,18,829131,DSL,ARI,ARI (DSL),11.0,8.0,4.0,0.0,47.2,40.0,14.0,0.12621359,13.0,3.0,2.6433569959303043,1.384615569296826,,,,,P,
Joan Pena,18,829877,"CPX,DSL",MIL,"MIL (CPX,DSL)",12.0,6.0,4.0,0.0,49.2,44.0,20.0,0.09478673,51.0,1.0,3.6241616769330043,1.2885908184650683,,,,,P,
Diustin Mayorquin,18,829944,"CPX,DSL",MIL,"MIL (CPX,DSL)",13.0,5.0,2.0,2.0,52.2,45.0,13.0,0.03846154,57.0,0.0,2.2215187727994534,1.006329016738214,,,,,P,
Daniel Gentile,16,830008,DSL,CLE,CLE (DSL),12.0,11.0,3.0,0.0,48.0,37.0,15.0,0.11557789,40.0,1.0,2.8125,1.25,,,,,P,
Leonel Murrieta,18,831046,DSL,HOU,HOU (DSL),12.0,8.0,3.0,0.0,48.1,38.0,15.0,0.08762887,28.0,4.0,2.7931037422026264,1.1379311542306996,,,,,P,
Ma'Kale Holden,19,829204,CPX,MIL,MIL (CPX),2.0,1.0,1.0,0.0,9.0,4.0,1.0,0.14705882,11.0,0.0,1.0,1.0,,,,,P,
Jarrette Bonet,20,806426,A,MIL,MIL (A),7.0,7.0,1.0,0.0,31.0,28.0,17.0,0.11811024,33.0,6.0,4.935483870967742,1.3870967741935485,,,,,P,
Seth Hernandez,20,815825,A,PIT,PIT (A),6.0,6.0,3.0,0.0,28.0,13.0,3.0,0.06730769,50.0,2.0,0.9642857142857143,0.7142857142857143,,,,,P,
Aaron Watson,19,826209,CPX,CIN,CIN (CPX),2.0,0.0,1.0,0.0,8.0,8.0,1.0,0.05882353,11.0,0.0,1.125,1.25,,,,,P,
Johnny Slawinski,19,828989,CPX,LAA,LAA (CPX),2.0,2.0,0.0,0.0,7.0,7.0,2.0,0.0,9.0,1.0,2.5714285714285716,1.0,,,,,P,
Kaleb Wing,19,832453,CPX,CHC,CHC (CPX),2.0,2.0,0.0,0.0,8.2,6.0,4.0,0.03030303,14.0,2.0,4.153844630225024,0.8076920114326435,,,,,P,
Camden Lohman,19,834242,CPX,NYM,NYM (CPX),2.0,2.0,0.0,0.0,7.2,6.0,2.0,0.12121212,12.0,0.0,2.347825113451952,1.3043472852510845,,,,,P,
Luke Mensik,18,834965,CPX,SFG,SFG (CPX),2.0,2.0,0.0,0.0,6.0,10.0,6.0,0.17647059,7.0,1.0,9.0,2.6666666666666665,,,,,P,
Dillon Stiltner,19,833490,CPX,NYM,NYM (CPX),2.0,2.0,0.0,0.0,7.0,14.0,10.0,0.05263158,6.0,1.0,12.857142857142858,2.2857142857142856,,,,,P,
Jacob Johnson,20,835375,CPX,TEX,TEX (CPX),2.0,2.0,0.0,0.0,7.0,6.0,3.0,0.06666667,10.0,0.0,3.857142857142857,1.1428571428571428,,,,,P,
Ethan Storm,22,833401,A,TBR,TBR (A),6.0,5.0,2.0,0.0,28.2,31.0,16.0,0.096,26.0,2.0,5.023255256912846,1.4999998336614748,,,,,P,
Alex Wallace,22,834971,A,TBR,TBR (A),6.0,6.0,0.0,0.0,27.1,23.0,9.0,0.06603774,31.0,3.0,2.9634149787966773,1.0975611032580286,,,,,P,
Brody Fowler,22,703415,CPX,ATL,ATL (CPX),2.0,2.0,0.0,0.0,9.1,7.0,5.0,0.07692308,9.0,3.0,4.821430213597916,1.0714289363550924,,,,,P,
Connor Gehr,20,836090,CPX,BAL,BAL (CPX),2.0,2.0,0.0,0.0,6.2,5.0,3.0,0.21875,7.0,0.0,4.04999806881043,1.7999991416935246,,,,,P,
Po-Chun Lin,19,806836,CPX,SEA,SEA (CPX),2.0,2.0,0.0,0.0,7.0,8.0,5.0,0.06896552,8.0,1.0,6.428571428571429,1.4285714285714286,,,,,P,
Jack Kartsonas,25,832307,"A+,AA",TBR,"TBR (A+,AA)",6.0,5.0,3.0,0.0,28.0,22.0,8.0,0.05263158,24.0,2.0,2.5714285714285716,1.0,,,,,P,
Giacomo Taschin,19,806768,CPX,TOR,TOR (CPX),2.0,2.0,0.0,0.0,7.0,4.0,0.0,0.07407407,8.0,0.0,0.0,0.8571428571428571,,,,,P,
Erick Leal,30,612797,AAA,NYY,NYY (AAA),28.0,26.0,8.0,0.0,126.2,115.0,79.0,0.10412926,133.0,28.0,5.613158345526311,1.3657895833699745,,,,,P,
Trey Supak,30,657022,"AA,AAA",TEX,"TEX (AA,AAA)",34.0,33.0,11.0,0.0,165.0,148.0,73.0,0.07153285,162.0,13.0,3.9818185500468446,1.1939395043519458,,,,,P,
Curtis Taylor,29,668954,AAA,STL,STL (AAA),31.0,24.0,10.0,1.0,137.1,112.0,49.0,0.09090909,118.0,14.0,3.2111648106869586,1.1868931159681957,,,,,P,
